captured_at,external_user_hash,message_id,user_message_preview,previous_node,next_node,intent,route_kind,presentation_scope,operational_note,provider_result_ids,tools_called
2026-06-17T17:47:50.227Z,5888aafdaa15e2b713420662facf19a944f1326dc9a2e9d77eb0d88caa9eb206,web_6a32ddbecc4a28.31276441,hay secciones personalizadas?,consultar_faq,consultar_faq,consultar_faq,faq,faq,,[],"[""file_search""]"
2026-06-17T17:48:28.873Z,5888aafdaa15e2b713420662facf19a944f1326dc9a2e9d77eb0d88caa9eb206,web_6a32dde58d0060.27237943,como comparto mi web,consultar_faq,consultar_faq,consultar_faq,faq,faq,,[],"[""file_search""]"
2026-06-17T17:48:54.143Z,5888aafdaa15e2b713420662facf19a944f1326dc9a2e9d77eb0d88caa9eb206,web_6a32ddfd386cf2.81291775,explicame como dejarla lista antes de compartir,consultar_faq,consultar_faq,consultar_faq,faq,faq,,[],"[""file_search""]"
2026-06-17T17:51:51.203Z,5888aafdaa15e2b713420662facf19a944f1326dc9a2e9d77eb0d88caa9eb206,web_6a32deaf6074c3.93114918,cuando llega mi regalo,consultar_faq,consultar_faq,consultar_faq,faq,faq,,[],"[""file_search""]"
2026-06-17T17:55:01.955Z,5888aafdaa15e2b713420662facf19a944f1326dc9a2e9d77eb0d88caa9eb206,web_6a32df689ced85.16725181,como puedo ver los regalos que he recibido?,consultar_faq,consultar_faq,consultar_faq,faq,faq,,[],"[""file_search""]"
2026-06-17T17:55:26.517Z,5888aafdaa15e2b713420662facf19a944f1326dc9a2e9d77eb0d88caa9eb206,web_6a32df84d727c0.02991096,como agradezco los regalos recibiods,consultar_faq,consultar_faq,consultar_faq,faq,faq,,[],"[""file_search""]"
2026-06-17T17:55:56.056Z,5888aafdaa15e2b713420662facf19a944f1326dc9a2e9d77eb0d88caa9eb206,web_6a32dfa3083ec9.64378595,y como puedo gestionar la asitencia de mis invitados,consultar_faq,consultar_faq,consultar_faq,faq,faq,,[],"[""file_search""]"
2026-06-17T17:56:55.664Z,5888aafdaa15e2b713420662facf19a944f1326dc9a2e9d77eb0d88caa9eb206,web_6a32dfe1ab7879.29441345,si como lo veo,consultar_faq,entrevista,consultar_faq,ask_event_context,clarification,,[],[]
2026-06-17T17:57:18.337Z,5888aafdaa15e2b713420662facf19a944f1326dc9a2e9d77eb0d88caa9eb206,web_6a32dff59b7006.91287350,"no, te diho como veo los confirmados en un solo lugar",entrevista,consultar_faq,consultar_faq,faq,faq,,[],"[""file_search""]"
2026-06-17T04:25:47.904Z,701ff49783003f6463a0e7be224b83987b86a131d45046d70cf6fc461d466f32,web_6a3221c44b8243.06397375,"Hola, tengo un problema con mi evento",contacto_inicial,entrevista,,ask_event_context,clarification,,[],[]
2026-06-17T04:26:08.114Z,701ff49783003f6463a0e7be224b83987b86a131d45046d70cf6fc461d466f32,web_6a3221db5bc155.27880836,Tengo problemas con mi evento,entrevista,entrevista,,ask_event_context,clarification,,[],[]
2026-06-17T04:26:36.462Z,701ff49783003f6463a0e7be224b83987b86a131d45046d70cf6fc461d466f32,web_6a3221f7959319.30315261,No puedo compartir mi evento,entrevista,entrevista,,ask_event_context,clarification,,[],[]
2026-06-17T04:26:58.245Z,701ff49783003f6463a0e7be224b83987b86a131d45046d70cf6fc461d466f32,web_6a32220d862df5.24482073,Quiero consultar datos de mi evento,entrevista,consultar_evento_invitado,consultar_evento_invitado,invited_event_lookup,invited_event_lookup,Pide el correo con el que está registrado o asociado a eventos en Sin Envolturas para poder consultarlos.,[],[]
2026-06-17T04:27:31.135Z,701ff49783003f6463a0e7be224b83987b86a131d45046d70cf6fc461d466f32,web_6a32222df12b01.68862951,diego@sinenvolturas.pe,consultar_evento_invitado,consultar_evento_invitado,consultar_evento_invitado,invited_event_lookup,invited_event_lookup,Se envió un código al correo. Pide el código para continuar.,[],"[""request_guest_login_code""]"
2026-06-17T04:29:39.590Z,701ff49783003f6463a0e7be224b83987b86a131d45046d70cf6fc461d466f32,web_6a3222af373cf9.17422009,No me llega,consultar_evento_invitado,consultar_evento_invitado,consultar_evento_invitado,invited_event_lookup,invited_event_lookup,Ya se envió un código a ese correo. Pide el código para continuar.,[],[]
2026-06-17T16:30:35.375Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32cb915eb941.91030043,hola,contacto_inicial,entrevista,,ask_event_context,clarification,,[],[]
2026-06-17T16:30:44.902Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32cbb02d31c3.89310538,hola,entrevista,entrevista,,ask_event_context,clarification,,[],[]
2026-06-17T16:36:05.487Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32cce9cf1d81.51594600,primero quiero planificar un evento desde cero,entrevista,entrevista,,ask_event_context,clarification,,[],[]
2026-06-17T16:39:09.444Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32cda23cf970.28727371,un baby shower,entrevista,entrevista,elicitar_necesidades,ask_event_context,clarification,,[],[]
2026-06-17T16:39:46.938Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32cdc80a7172.61924063,primero catering,entrevista,recomendar,buscar_proveedores,single_need_search,single_need,,"[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]","[""search_providers_from_plan""]"
2026-06-17T16:40:56.280Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32ce12a16606.62856966,quiero quedarme fc catering,recomendar,seguir_refinando_guardar_plan,confirmar_proveedor,apply_selection,none,,"[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]",[]
2026-06-17T16:41:33.379Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32ce31a4a6a7.46801164,ahora quiero resolver el tema de bebes,seguir_refinando_guardar_plan,recomendar,buscar_proveedores,single_need_search,single_need,,"[45, 53, 55, 65, 73, 68, 69, 71, 72, 74, 75, 78]","[""search_providers_from_plan""]"
2026-06-17T16:43:51.759Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32cebf6e6cd0.55377832,me gustaria usar ujabule y baby baloo,recomendar,seguir_refinando_guardar_plan,confirmar_proveedor,apply_selection,none,No pude identificar con seguridad ese proveedor. ¿Me dices el nombre o el número exacto de la opción?,"[45, 53, 55, 65, 73, 68, 69, 71, 72, 74, 75, 78]","[""get_provider_detail""]"
2026-06-17T16:44:34.228Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32cee96a4408.57414739,no entiendo lo de baby loli y baby baloo,seguir_refinando_guardar_plan,seguir_refinando_guardar_plan,confirmar_proveedor,apply_selection,none,,"[45, 53, 55, 65, 73, 68, 69, 71, 72, 74, 75, 78]","[""get_provider_detail""]"
2026-06-17T16:46:56.797Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32cf7b2d2696.10194899,quiero a baby baloo y ujabule,seguir_refinando_guardar_plan,seguir_refinando_guardar_plan,confirmar_proveedor,apply_selection,none,,"[45, 53, 55, 65, 73, 68, 69, 71, 72, 74, 75, 78]",[]
2026-06-17T16:47:18.230Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32cf903890a4.28513864,"no quiero quedarme con baby loli, solo los dos que te he dicho anteriormente",seguir_refinando_guardar_plan,seguir_refinando_guardar_plan,modificar_plan_proveedores,apply_selection,none,No pude identificar con seguridad ese proveedor. ¿Me dices el nombre o el número exacto de la opción?,"[45, 53, 55, 65, 73, 68, 69, 71, 72, 74, 75, 78]",[]
2026-06-17T16:48:49.668Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32cfe1f15f78.10315321,ahora quiero ver el tema de floreria y fotografia y video,seguir_refinando_guardar_plan,recomendar,buscar_proveedores,single_need_search,single_need,,"[33, 133, 58, 173, 54, 60, 63, 90, 91, 95, 170, 176]","[""search_providers_from_plan"", ""get_provider_detail""]"
2026-06-17T16:51:26.731Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d07e33ff57.48408099,"mmmm, quiero ver el tema de floreria",recomendar,recomendar,buscar_proveedores,single_need_search,single_need,,"[11, 23, 186, 35, 165, 180, 184]","[""search_providers_from_plan"", ""get_provider_detail"", ""get_provider_detail"", ""get_provider_detail""]"
2026-06-17T16:53:11.856Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d0e653f603.41484880,el evento es en peru,recomendar,recomendar,buscar_proveedores,single_need_search,single_need,,"[11, 35, 23]","[""search_providers_from_plan"", ""get_provider_detail"", ""get_provider_detail"", ""get_provider_detail""]"
2026-06-17T16:53:27.855Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d1009427c3.82443795,me quedo con ramona,recomendar,seguir_refinando_guardar_plan,confirmar_proveedor,apply_selection,none,,"[11, 35, 23]",[]
2026-06-17T16:53:56.992Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d11ef2d7e5.43820111,esos son todos los proveedores que quiero usar cerremos el plan ahi,seguir_refinando_guardar_plan,crear_lead_cerrar,cerrar,close,close,"Antes de cerrar, necesito saber: ¿quieres elegir alguna opción de Fotografía y video o prefieres dejarla sin proveedor? Responde ""ninguna"" si no quieres ninguna.","[11, 35, 23]",[]
2026-06-17T16:54:23.467Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d1358f7436.30410850,ninguna,crear_lead_cerrar,crear_lead_cerrar,cerrar,close,close,"Antes de cerrar, necesito saber: ¿quieres elegir alguna opción de Fotografía y video o prefieres dejarla sin proveedor? Responde ""ninguna"" si no quieres ninguna.","[11, 35, 23]",[]
2026-06-17T16:55:31.448Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d17a08bb61.43987862,no quiero ningun proveedor para fotografia y video,crear_lead_cerrar,seguir_refinando_guardar_plan,modificar_plan_proveedores,apply_selection,none,,"[33, 133, 58, 173, 54, 60, 63, 90, 91, 95, 170, 176]",[]
2026-06-17T16:56:29.876Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d1b7285fa6.58833143,"gabriela, gcfigueroaa@gmai.com , +51954779067",seguir_refinando_guardar_plan,seguir_refinando_guardar_plan,modificar_plan_proveedores,apply_selection,none,,"[33, 133, 58, 173, 54, 60, 63, 90, 91, 95, 170, 176]",[]
2026-06-17T16:59:08.607Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d2531e4fb9.71758390,te dije que no queria usar a baby loli y no elegi ningun proveedor de fotografia,seguir_refinando_guardar_plan,seguir_refinando_guardar_plan,modificar_plan_proveedores,apply_selection,none,No pude identificar con seguridad ese proveedor. ¿Me dices el nombre o el número exacto de la opción?,"[45, 53, 55, 65, 73, 68, 69, 71, 72, 74, 75, 78]","[""get_provider_detail""]"
2026-06-17T16:59:29.672Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d2695250b4.12300529,si correcto dejalo asi,seguir_refinando_guardar_plan,seguir_refinando_guardar_plan,modificar_plan_proveedores,apply_selection,none,"El teléfono debe incluir código de país, por ejemplo +51 954779067.","[45, 53, 55, 65, 73, 68, 69, 71, 72, 74, 75, 78]",[]
2026-06-17T17:00:11.060Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d292dcb771.42532084,+51 954779067,seguir_refinando_guardar_plan,seguir_refinando_guardar_plan,modificar_plan_proveedores,apply_selection,none,,"[45, 53, 55, 65, 73, 68, 69, 71, 72, 74, 75, 78]",[]
2026-06-17T17:00:32.269Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d2a955afc7.47672038,dejemoslo por ahora,seguir_refinando_guardar_plan,guardar_cerrar_temporalmente,pausar,pause,none,,"[45, 53, 55, 65, 73, 68, 69, 71, 72, 74, 75, 78]",[]
2026-06-17T17:01:01.583Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d2c2d32a58.21251602,AHORA QUIERO QUE ME AYUDES A BUSCAR Y COMPRARAR PROVEEDORES DE MARKET PLACE,guardar_cerrar_temporalmente,seguir_refinando_guardar_plan,buscar_proveedores,apply_selection,none,"El teléfono debe incluir código de país, por ejemplo +51 954779067.","[45, 53, 55, 65, 73, 68, 69, 71, 72, 74, 75, 78]",[]
2026-06-17T17:02:08.877Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d3097ac991.47075173,ya te di mi numero: +51 954 779 067,seguir_refinando_guardar_plan,seguir_refinando_guardar_plan,buscar_proveedores,apply_selection,none,,"[45, 53, 55, 65, 73, 68, 69, 71, 72, 74, 75, 78]",[]
2026-06-17T17:04:44.600Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d3a53d7f48.29947382,si,seguir_refinando_guardar_plan,seguir_refinando_guardar_plan,buscar_proveedores,apply_selection,none,"El teléfono debe incluir código de país, por ejemplo +51 954779067.","[45, 53, 55, 65, 73, 68, 69, 71, 72, 74, 75, 78]",[]
2026-06-17T17:05:29.619Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d3c9af7939.19448426,pero ya te estoy dando el telefono que es lo que esta mal,seguir_refinando_guardar_plan,consultar_faq,consultar_faq,faq,faq,,"[45, 53, 55, 65, 73, 68, 69, 71, 72, 74, 75, 78]","[""file_search""]"
2026-06-17T17:06:28.179Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d40b687b61.49562628,corrigelo,consultar_faq,aclarar_pedir_faltante,consultar_faq,clarify_missing_fields,clarification,,"[45, 53, 55, 65, 73, 68, 69, 71, 72, 74, 75, 78]",[]
2026-06-17T17:08:16.290Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d47719f705.45381435,el rango de invitados es 50 personas y el presupuesto es 5 mil soles,aclarar_pedir_faltante,seguir_refinando_guardar_plan,consultar_faq,apply_selection,none,"El teléfono debe incluir código de país, por ejemplo +51 954779067.","[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]",[]
2026-06-17T17:08:51.300Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d495908d51.57502411,quiero que me muestres lo que sea necesario para mi baby shower,seguir_refinando_guardar_plan,seguir_refinando_guardar_plan,buscar_proveedores,apply_selection,none,,"[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]",[]
2026-06-17T17:10:58.007Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d516569ef5.43059384,pero yo eelgi que me ayuden a buscar y comparar proveedores del marketplace. no me has dado nada,seguir_refinando_guardar_plan,seguir_refinando_guardar_plan,buscar_proveedores,apply_selection,none,"El teléfono debe incluir código de país, por ejemplo +51 954779067.","[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]",[]
2026-06-17T17:13:36.421Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d5b43843e6.60939763,si,seguir_refinando_guardar_plan,seguir_refinando_guardar_plan,buscar_proveedores,apply_selection,none,"El teléfono debe incluir código de país, por ejemplo +51 954779067.","[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]",[]
2026-06-17T17:15:54.774Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d642840469.25563804,cuales son las opciones para comparar,seguir_refinando_guardar_plan,seguir_refinando_guardar_plan,ver_opciones,apply_selection,none,,"[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]",[]
2026-06-17T17:17:56.246Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d6b3a794b7.66597795,AHORA QUIERO QUE Ayudarte a elegir proveedores y preparar solicitudes de cotización o contacto.,seguir_refinando_guardar_plan,consultar_faq,consultar_faq,faq,faq,"El teléfono debe incluir código de país, por ejemplo +51 954779067.","[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]","[""file_search""]"
2026-06-17T17:18:26.343Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d6dba6edf2.46303715,si,consultar_faq,seguir_refinando_guardar_plan,consultar_faq,apply_selection,none,,"[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]",[]
2026-06-17T17:20:39.714Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d75e1ffcb9.49994551,si,seguir_refinando_guardar_plan,entrevista,consultar_faq,ask_event_context,clarification,,"[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]",[]
2026-06-17T17:22:44.093Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d7dac2d750.99728920,"ordenalas por precio , beeneficio o estilo",entrevista,seguir_refinando_guardar_plan,refinar_busqueda,apply_selection,none,,"[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]",[]
2026-06-17T17:24:02.145Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d8241fbd75.29289956,okey perfecto,seguir_refinando_guardar_plan,crear_lead_cerrar,cerrar,close,close,,"[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]","[""finish_plan""]"
2026-06-17T17:24:45.856Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d853049e78.97049776,ahora te quiero hacer preguntas sobre sin envolturas,necesidad_cubierta,consultar_faq,cerrar,faq,faq,,"[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]","[""file_search""]"
2026-06-17T17:27:48.546Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d90b9fc8e1.01494297,la web se ha actualizado verdad?,necesidad_cubierta,necesidad_cubierta,cerrar,ask_event_context,none,,"[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]",[]
2026-06-17T17:28:18.000Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d92a111329.26611014,"me refiero a la plataforma de sin envolturas, se ha actualizado?",necesidad_cubierta,necesidad_cubierta,cerrar,ask_event_context,none,,"[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]",[]
2026-06-17T17:30:40.976Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d9b36f0838.76698132,que es sin envolturas,necesidad_cubierta,consultar_faq,cerrar,faq,faq,,"[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]","[""file_search""]"
2026-06-17T17:31:43.961Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32d9f3cfac04.37653213,cuento cuesta usar sin envolturas_,necesidad_cubierta,consultar_faq,cerrar,faq,faq,,"[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]","[""file_search""]"
2026-06-17T17:32:36.165Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32da27e28421.11496192,para que eventos se puede usar sin envolturas,necesidad_cubierta,consultar_faq,cerrar,faq,faq,,"[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]","[""file_search""]"
2026-06-17T17:33:07.474Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32da489bbd23.80629063,cuales son las formas de pago o medios de pago disponivle_,necesidad_cubierta,consultar_faq,cerrar,faq,faq,,"[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]","[""file_search""]"
2026-06-17T17:34:14.875Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32da8a227548.24644804,si explicame,necesidad_cubierta,necesidad_cubierta,cerrar,ask_event_context,none,,"[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]",[]
2026-06-17T17:35:41.611Z,7c89e25c2d83f309914e679c881ea84a38a943f0d955b53ccf42c7e609d3784a,web_6a32dae37bdc70.66489587,hola,necesidad_cubierta,necesidad_cubierta,cerrar,ask_event_context,none,,"[109, 135, 137, 153, 4, 17, 94, 136, 138, 141, 155, 185]",[]
2026-06-17T04:15:24.578Z,e75f5602b577c5df1e04e253132b9fa0111cee23856abd5a215327fa2eef427b,web_6a321f535b1c87.06110571,hola,contacto_inicial,entrevista,,ask_event_context,clarification,,[],[]
2026-06-17T04:16:16.970Z,e75f5602b577c5df1e04e253132b9fa0111cee23856abd5a215327fa2eef427b,web_6a321f8b4a03d0.43904391,quiero saber cuando y a que hora es el evento,entrevista,consultar_evento_invitado,consultar_evento_invitado,invited_event_lookup,invited_event_lookup,Pide el correo con el que está registrado o asociado a eventos en Sin Envolturas para poder consultarlos.,[],[]
2026-06-17T04:16:35.448Z,e75f5602b577c5df1e04e253132b9fa0111cee23856abd5a215327fa2eef427b,web_6a321f9eabe795.32252392,paolo.delepias@gmail.com,consultar_evento_invitado,consultar_evento_invitado,consultar_evento_invitado,invited_event_lookup,invited_event_lookup,Se envió un código al correo. Pide el código para continuar.,[],"[""request_guest_login_code""]"
2026-06-17T04:17:14.524Z,e75f5602b577c5df1e04e253132b9fa0111cee23856abd5a215327fa2eef427b,web_6a321fc4ba79b0.86239799,124136,consultar_evento_invitado,consultar_evento_invitado,consultar_evento_invitado,invited_event_lookup,invited_event_lookup,,[],"[""verify_guest_login_code"", ""lookup_authenticated_guest""]"
2026-06-17T04:17:48.482Z,e75f5602b577c5df1e04e253132b9fa0111cee23856abd5a215327fa2eef427b,web_6a321fe6d384b1.65234524,COD026064,consultar_evento_invitado,consultar_evento_invitado,consultar_evento_invitado,invited_event_lookup,invited_event_lookup,,[],"[""lookup_authenticated_guest""]"
2026-06-17T04:18:10.250Z,e75f5602b577c5df1e04e253132b9fa0111cee23856abd5a215327fa2eef427b,web_6a321ffccb4888.33698880,me gustaría confirmar asistencia,consultar_evento_invitado,consultar_evento_invitado,consultar_evento_invitado,invited_event_lookup,invited_event_lookup,,[],"[""lookup_authenticated_guest""]"
2026-06-17T04:18:36.669Z,e75f5602b577c5df1e04e253132b9fa0111cee23856abd5a215327fa2eef427b,web_6a322017349986.05663654,como me puedes ayudar a revisarlo antes,consultar_evento_invitado,consultar_evento_invitado,consultar_evento_invitado,invited_event_lookup,invited_event_lookup,,[],"[""lookup_authenticated_guest""]"
