id,title,slug,category,detailUrl,location,priceLevel,minPrice,maxPrice,rating,websiteUrl,promoBadge,promoSummary,descriptionSnippet,serviceHighlightsCount,termsHighlightsCount,eventTypesCount,categoryExpectedEventTypes,hasLocation,hasStructuredPrice,hasWebsiteUrl,hasStructuredPromo,hasDescriptionSnippet,hasServiceHighlights,hasTermsHighlights,hasEventTypes,hasNonZeroRating,implicitPromoInTitle,genericServiceHighlights,genericTermsHighlights,comparisonSignalCount,issueFlags
175,Novietta | Tocados con 10% de desc y más,novietta,Accesorios y zapatos,https://sinenvolturas.com/proveedores/novietta,"Aguascalientes, México",,,,0.0,,10% de descuento,"Tocados y accesorios para novias con un 10% de descuento, además de un boutonnier de flor individual como regalo para el novio en la compra mínima de $2000.","Novietta es una marca especializada en tocados y accesorios para novia, enfocada en crear piezas delicadas, elegantes y con un alto nivel de detalle.",1,1,0,wedding | others,true,false,false,true,true,true,true,false,false,false,false,false,5,missing_structured_price | missing_event_types | zero_or_missing_rating
12,Pierina Nora,pierina-nora,Accesorios y zapatos,https://sinenvolturas.com/proveedores/pierina-nora,Perú,$$$,,,0.0,https://pierinanora.com/,50% Off,50% de descuento en el tocado de novia al hacer el vestido de novia con Pierina Nora,"Pierina Nora es una marca especializada en accesorios y complementos para novias, ofreciendo piezas cuidadosamente diseñadas para acompañar cada detalle del look nupcial.",3,2,0,wedding | others,true,true,true,true,true,true,true,false,false,false,false,false,7,missing_event_types | zero_or_missing_rating
106,Roxana Pardo,roxana-pardo,Accesorios y zapatos,https://sinenvolturas.com/proveedores/roxana-pardo,Perú,$$$$,,,0.0,https://roxanapardo.com/,15% Off,15% de descuento en aretes de novia Roxana Pardo,"Roxana Pardo es una marca especializada en accesorios para novias, destacando por sus aretes y piezas diseñadas para complementar el look nupcial con elegancia.",3,2,0,wedding | others,true,true,true,true,true,true,true,false,false,false,false,false,7,missing_event_types | zero_or_missing_rating
149,Una Piedra,una-piedra,Accesorios y zapatos,https://sinenvolturas.com/proveedores/una-piedra,Perú,$$$,,,0.0,,15% Off,15% descuento en cualquier joya personalizada,"Una Piedra es una marca especializada en joyería personalizada, creando piezas únicas diseñadas para acompañar momentos especiales.",3,2,0,wedding | others,true,true,false,true,true,true,true,false,false,false,false,true,6,missing_event_types | zero_or_missing_rating | generic_terms_highlights
127,Arthur Murray,arthur-murray,Baile,https://sinenvolturas.com/proveedores/arthur-murray,Perú,$$,,,0.0,http://www.arthurmurrayperu.com/,20% Off,20% de descuento en cualquiera de nuestros programas de baile y primera clase de prueba totalmente gratuita para clientes de Sin Envolturas.,"Arthur Murray Novios es una escuela de baile especializada en preparar a parejas para su primer baile, con programas diseñados para aprender de manera fácil y divertida.",3,2,0,wedding | others,true,true,true,true,true,true,true,false,false,false,false,false,7,missing_event_types | zero_or_missing_rating
86,Bodanza,bodanza,Baile,https://sinenvolturas.com/proveedores/bodanza,Perú,$$$,,,0.0,https://bodanza.com.pe/,,"25% de descuento en Bodanza escuela de baile para novios 
25 % de descuento en Bodanza Latin Estudio 
25 % de descuento en Bodanza Latin Fit","Bodanza es una escuela de baile especializada en novios y bienestar, ofreciendo clases diseñadas para que cada pareja disfrute y brille en su primer baile.",3,2,0,wedding | others,true,true,true,true,true,true,true,false,false,false,false,false,7,missing_event_types | zero_or_missing_rating
121,Dance & Grace,dance-grace,Baile,https://sinenvolturas.com/proveedores/dance-grace,Perú,$$$,,,0.0,,20% Off,"20% de descuento sobre el precio de lista de paquetes de clases de baile para novios de Sin Envolturas. 

Regalo adicional: Sesión de vals para familiares en el ensayo general.","Dance & Grace es una escuela de baile especializada en novios, enfocada en crear coreografías personalizadas para que cada pareja disfrute y destaque en su primer baile.",3,2,0,wedding | others,true,true,false,true,true,true,true,false,false,false,false,false,6,missing_event_types | zero_or_missing_rating
71,APEGOTOY | 10% DE DSCTO.,apegotoy,Bebés,https://sinenvolturas.com/proveedores/apegotoy,,,,,0.0,,,,10% de dscto.,0,0,0,babyshower,false,false,false,false,true,false,false,false,false,true,false,false,1,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
154,ÁTICO TALLER | 15% DE DESCUENTO EN TODAS LAS LÁMPARAS DE MACRAMÉ.,atico-taller,Bebés,https://sinenvolturas.com/proveedores/atico-taller,,,,,0.0,,,,15% de descuento en todas las lámparas de macramé.,0,0,0,babyshower,false,false,false,false,true,false,false,false,false,true,false,false,1,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
73,BABY BALOO | 10% DE DSCTO.,baby-baloo,Bebés,https://sinenvolturas.com/proveedores/baby-baloo,,,,,0.0,https://babybaloo.pe/,,,"10% de descuentos en saquitos de dormir de cualquier temporada (verano, media estación, invierno).",0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
55,BABY LOLI | 10% DE DSCTO.,baby-loli,Bebés,https://sinenvolturas.com/proveedores/baby-loli,,,,,0.0,https://babyloli.pe/,,,10% de dscto en todos los productos sobre precio regular Válido para compras sobre precio regular Sujeto a disponibilidad de stock No incluye costo de delivery,0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
38,BABY TUTO | HASTA 15% DE DSCTO.,baby-tuto,Bebés,https://sinenvolturas.com/proveedores/baby-tuto,,,,,0.0,https://www.babytutoperu.com/,,,"15% de descuento en mantas de algodón muselina, tripacks de mantas de algodón muselina, colchas y frazadas El descuento es válido sobre el precio de la web Sujeto al stock de la tienda web No acumulable con otras promociones o sales Descuento máximo de S/ 120.00.",0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
39,BE ORG | HASTA 15% DE DSCTO.,be-org,Bebés,https://sinenvolturas.com/proveedores/be-org,,,,,0.0,https://www.beorgperu.com/,,,15% de descuento sobre los precios regulares de todos nuestros productos manejados en todas las plataformas de venta El descuento solo se puede usar una vez Canje de productos sujeto a disponibilidad de stock de la marca Delivery no incluido en el precio Marca o tiendas podrán hacer campañas específicas con descuentos especiales de corta duración,0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
81,BLUE BALENA | HASTA 25% DE DSCTO.,blue-balena,Bebés,https://sinenvolturas.com/proveedores/blue-balena,,,,,0.0,,,,25% de dscto en todos los productos BLUE BALENA sobre precio regular usando el código SINENVOLTURAS25.,0,0,0,babyshower,false,false,false,false,true,false,false,false,false,true,false,false,1,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
65,BÚHOS DORMILONES | ASESORÍA GRATUITA,buhos-dormilones,Bebés,https://sinenvolturas.com/proveedores/buhos-dormilones,,,,,0.0,https://www.buhosdormilones.com/,,,Videollamada de 30mins gratis de asesoría para ayudar a tu bebé a dormir mejor La asesoría debe ser tomada durante los primeros 4 meses de vida del bebé,0,0,0,babyshower,false,false,true,false,true,false,false,false,false,false,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating
50,CHILLAX | 20% DE DSCTO.,chillax,Bebés,https://sinenvolturas.com/proveedores/chillax,,,,,0.0,https://www.chillaxperu.com/,,,20% de dscto.,0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
49,COCCOLARE | 15% DE DSCTO.,coccolare,Bebés,https://sinenvolturas.com/proveedores/coccolare,,,,,0.0,https://coccolareperu.com/,,,15% de dscto.,0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
74,COTTON NEST | HASTA 10% DE DSCTO,cotton-nest,Bebés,https://sinenvolturas.com/proveedores/cotton-nest,,,,,0.0,https://linktr.ee/cottonnestperu,,,Hasta 10% de descuento en artículos para bebés 100% algodón,0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
80,CRIOCORD | CRIOPRESERVACIÓN DE CÉLULAS MADRE DE CORDÓN UMBILICAL,criocord,Bebés,https://sinenvolturas.com/proveedores/criocord,,,,,0.0,https://www.criocord.com.pe,,,Criopreservación de Células Madre de Cordón Umbilical Paquete completo: S/.3800 Precio Sin Envolturas: S/3500,0,0,0,babyshower,false,false,true,false,true,false,false,false,false,false,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating
61,CUCURUCHO PAÑALES REUTILIZABLES | 15% de dscto.,cucurucho-panales-reutilizables,Bebés,https://sinenvolturas.com/proveedores/cucurucho-panales-reutilizables,,,,,0.0,https://www.cucurucho.com.pe/productos,,,15% de descuento en los pañales reutilizables de uso diario usando el código SINENVOLTURAS2020 Válido para compras a través de la web,0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
68,CUENTA OVEJAS | HASTA 15% DE DSCTO.,cuenta-ovejas,Bebés,https://sinenvolturas.com/proveedores/cuenta-ovejas,,,,,0.0,https://www.cuentaovejaszzz.com/,,,Hasta 15% de dscto.,0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
41,EL CUARTO DE LEIA | 10% DE DSCTO.,el-cuarto-de-leia,Bebés,https://sinenvolturas.com/proveedores/el-cuarto-de-leia,,,,,0.0,,,,10% de descuento en camas cuna 10% de descuento en estantes y jugueteros No incluye delivery e instalación Los precios de vía redes sociales y tienda física varían Catálogo: https://drive.google.com/file/d/1yy9gZsd-DUj4kl4s9prA3Ei8dq1CfzYr/view,0,0,0,babyshower,false,false,false,false,true,false,false,false,false,true,false,false,1,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
144,EMBARAZADOS | 10% DE DSCTO EN SERVICIOS Y 2 CONSULTAS VIRTUALES DE SEGUIMIENTO GRATUITAS,embarazados,Bebés,https://sinenvolturas.com/proveedores/embarazados,,,,,0.0,,,,Para clientes de Sin Envolturas: 10% de descuento en servicios de asesorías de lactancia y 2 consultas virtuales de seguimiento gratuitas 10 % de descuento en servicios de preparación al parto a domicilio.,3,0,0,babyshower,false,false,false,false,true,true,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
30,FÁBULA | HASTA 20% DE DSCTO.,fabula,Bebés,https://sinenvolturas.com/proveedores/fabula,,,,,0.0,https://goo.su/cap6YxW,,,"Aplica para todos los productos Es exclusivo para las compras en el showroom, a través de Instagram o Facebook No aplicable sobre otras promociones",0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
47,FULARIA | 15% DE DSCTO.,fularia,Bebés,https://sinenvolturas.com/proveedores/fularia,,,,,0.0,,,,15% de dscto.,0,0,0,babyshower,false,false,false,false,true,false,false,false,false,true,false,false,1,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
72,GESTANDO UNA IDEA | 10% DE DSCTO.,gestando-una-idea,Bebés,https://sinenvolturas.com/proveedores/gestando-una-idea,,,,,0.0,https://www.gestandounaidea.com/,,,10% de dscto.,0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
46,KIDSZOID |  10% DE DSCTO.,kidszoid,Bebés,https://sinenvolturas.com/proveedores/kidszoid,,,,,0.0,,,,10% de dscto.,0,0,0,babyshower,false,false,false,false,true,false,false,false,false,true,false,false,1,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
158,MARIA EMOSIONAL | HASTA 10% DE DSCTO.,maria-emosional,Bebés,https://sinenvolturas.com/proveedores/maria-emosional,,,,,0.0,https://mariaemosional.com/,,,10% de descuento en todos los productos para clientes de Sin Envolturas Válido a nivel nacional.,0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
44,MAXI BABY | 10% DE DSCTO.,maxi-baby,Bebés,https://sinenvolturas.com/proveedores/maxi-baby,,,,,0.0,https://maxibaby.com.pe/,,,10% de descuento para los clientes de Sin Envolturas Aplicable únicamente a marcas propias El descuento solo se puede usar una vez No es acumulable.,0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
45,MINT MINT BABY | 15% DE DSCTO.,mint-mint-baby,Bebés,https://sinenvolturas.com/proveedores/mint-mint-baby,,,,,0.0,https://mintmintbaby.com/,,,15% de dscto.,0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
69,MOÑÍSSIMA | 10% DE DSCTO.,monissima,Bebés,https://sinenvolturas.com/proveedores/monissima,,,,,0.0,,,,10% de dscto.,0,0,0,babyshower,false,false,false,false,true,false,false,false,false,true,false,false,1,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
31,NUÀ | HASTA 15% DE DSCTO.,nua,Bebés,https://sinenvolturas.com/proveedores/nua,,,,,0.0,https://nua.pe/,,,"Valido para una única compra No aplica sobre descuentos o rebajas No aplica sobre Notas de Credito Incluye el 10% de descuento de afiliación ¡Nuevas unidades de las marcas Chicco y Joie, ya disponibles!",0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
78,OBSTETRA NICIDA FERREYROS | 10% DE DSCTO.,obstetra-nicida-ferreyros,Bebés,https://sinenvolturas.com/proveedores/obstetra-nicida-ferreyros,,,,,0.0,https://www.obstetraferreyros.com/,,,"PREPARACIÓN AL NACIMIENTO: 8 sesiones, 1 clase por semana Costo: S/.99 x sesión Días lunes y miércoles 10am, 12pm y 5pm ASESORÍA DE LACTANCIA: 3 sesiones online Costo: S/.329,00 Días lunes a viernes 9am, 10am MASAJES PARA BEBÉS: Costo es de 70 soles vía online.",0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
51,PETIT DECO | 15% DE DSCTO.,petit-deco,Bebés,https://sinenvolturas.com/proveedores/petit-deco,,,,,0.0,,,,15% de dscto.,0,0,0,babyshower,false,false,false,false,true,false,false,false,false,true,false,false,1,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
59,PETIT PIMA | 10% DE DSCTO.,petit-pima,Bebés,https://sinenvolturas.com/proveedores/petit-pima,,,,,0.0,https://www.petitpima.com.pe,,,10% de descuento en los productos hasta agotar stock,0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
75,PURI | HASTA 10% DE DESCUENTO,puri,Bebés,https://sinenvolturas.com/proveedores/puri,,,,,0.0,https://puri.pe/,,,Zapatitos de suela blanda recomendados por pediatras para los primeros años de tu bebé.,0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
34,Tati Merino Photography,tati-merino-photography,Bebés,https://sinenvolturas.com/proveedores/tati-merino-photography,"Lima, Perú",,,,0.0,https://www.tatimerino.com/,Hasta 20% Off,"20% de descuento en sesiones newborn en estudio 
20% de descuento en sesiones Fresh 48 
15% de descuento en sesiones bebé y familia en estudio.",Tati Merino ofrece a los clientes de Sin Envolturas sesiones fotográficas enfocadas en capturar los primeros momentos del bebé y la vida en familia.,3,2,0,babyshower,true,false,true,true,true,true,true,false,false,false,false,false,6,missing_structured_price | missing_event_types | zero_or_missing_rating
66,THE BABY SPOT | 10% DE DSCTO.,the-baby-spot,Bebés,https://sinenvolturas.com/proveedores/the-baby-spot,,,,,0.0,https://thebabyspot.pe/,,,10% de dscto.,0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
97,THE SLEEP COMPANY | 30% DE DSCTO. EN ASESORÍA DE SUEÑO INFANTIL,the-sleep-company,Bebés,https://sinenvolturas.com/proveedores/the-sleep-company,,,,,0.0,https://goo.su/kZyEN,,,Tienes un 30% de descuento en Asesoría de Sueño Infantil Respetuoso en The Sleep Company.,0,0,0,babyshower,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
76,TINY TRENDS | MORDEDORES Y JUGUETES DE BAÑO 100% NATURALES.,tiny-trends,Bebés,https://sinenvolturas.com/proveedores/tiny-trends,,,,,0.0,,,,Mordedores y juguetes de baño 100% naturales.,0,0,0,babyshower,false,false,false,false,true,false,false,false,false,true,false,false,1,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
53,UJABULE | 10% DE DSCTO.,ujabule,Bebés,https://sinenvolturas.com/proveedores/ujabule,,,,,0.0,,,,10 % de descuento en Baby book El descuento solo podrá ser usado en un producto,0,0,0,babyshower,false,false,false,false,true,false,false,false,false,true,false,false,1,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
29,YOURNEY | HASTA 20% DE DSCTO.,yourney,Bebés,https://sinenvolturas.com/proveedores/yourney,,,,,0.0,,,,Válido en los productos de Yourney para clientes de Sin Envolturas,0,0,0,babyshower,false,false,false,false,true,false,false,false,false,true,false,false,1,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
136,4Foodies,4foodies,Catering,https://sinenvolturas.com/proveedores/4foodies,"Lima, Perú",$$$,,,0.0,https://www.4foodies.pe,10% Off,10% de descuento en el servicio de catering para los clientes de Sin Envolturas,"4Foodies es un servicio de catering enfocado en ofrecer propuestas gastronómicas para eventos, cuidando cada detalle para crear experiencias memorables.",3,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,true,7,missing_event_types | zero_or_missing_rating | generic_terms_highlights
150,Aperol Spritz,aperol-spritz,Catering,https://sinenvolturas.com/proveedores/aperol-spritz,Perú,$$$,,,0.0,,Carrito de Aperol Sprtiz + un bartender,Llévate el carrito de Aperol Sprtiz + un bartender para que te sirva en tu evento durante 4 horas comprando desde 20 packs de Aperol Sprtiz,"Aperol Spritz ofrece experiencias de coctelería para eventos, llevando su icónico carrito y servicio de bartender para crear momentos únicos y refrescantes",3,2,0,wedding | babyshower | charity | others,true,true,false,true,true,true,true,false,false,false,false,false,6,missing_event_types | zero_or_missing_rating
153,BAPO,bapo,Catering,https://sinenvolturas.com/proveedores/bapo,"Lima, Perú",$$$,,,0.0,,10% off,"Disfruta 10% de descuento en catering de bocaditos asiáticos con Bapo, ideal para darle un toque diferente y lleno de sabor a tu evento.","Bapo es una empresa de catering especializada en comida asiática, que combina sabores auténticos con presentaciones modernas.",2,2,0,wedding | babyshower | charity | others,true,true,false,true,true,true,true,false,false,false,true,false,6,missing_event_types | zero_or_missing_rating | generic_service_highlights
185,Bombonette Gourmet | 10% off en todos sus servicios,bombonette-gourmet,Catering,https://sinenvolturas.com/proveedores/bombonette-gourmet,"Cuernavaca, México",,,,0.0,,10% de descuento,10% de descuento en todos los servicios,"Bombonette Gourmet es una firma con más de 10 años de experiencia, especializada en crear experiencias gastronómicas de alto nivel donde la repostería artesanal se combina con una estética sofisticada y cuidada al detalle.",1,1,0,wedding | babyshower | charity | others,true,false,false,true,true,true,true,false,false,false,false,true,5,missing_structured_price | missing_event_types | zero_or_missing_rating | generic_terms_highlights
155,Brianna's Catering,briannas-catering,Catering,https://sinenvolturas.com/proveedores/briannas-catering,Perú,$$$,,,0.0,www.briannascatering.com,"S/. 1,500 de descuento","Vale de Obsequio de S/1,500.00 para utilizarlo en algún adicional del presupuesto de los novios","Brianna’s Catering ofrece a los clientes de Sin Envolturas una propuesta gastronómica pensada para celebraciones especiales, combinando sabor, presentación y una experiencia cuidada en cada detalle.",3,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,false,7,missing_event_types | zero_or_missing_rating
