scenarioId,eventGroup,routeFamily,repetition,outcome,status,turns,latencyMs,tokens,toolCalls,openaiCostUsd,lambdaCostUsd,totalPricedCostUsd,finalNode,terminalReached,groundedTurns,groundingRequiredTurns
study.baby_shower.01,baby_shower,recommendation,1,failed_assertion,failed,1,10396,16549,1,0.00241611,0.00017346701320000002,0.0025895770132,recomendar,true,1,1
study.baby_shower.02,baby_shower,clarification,1,failed_assertion,failed,1,13679,23273,4,0.00584301,0.00022818378930000003,0.0060711937893,recomendar,false,1,1
study.baby_shower.03,baby_shower,multi_need,1,failed_assertion,failed,1,13818,18660,3,0.00535846,0.0002305004606,0.0055889604606,elicitacion_necesidades,false,1,1
study.baby_shower.04,baby_shower,refinement,1,failed_assertion,failed,2,16824,48460,5,0.00806947,0.0002808005608,0.0083502705608,seguir_refinando_guardar_plan,false,2,2
study.baby_shower.05,baby_shower,selection,1,failed_assertion,failed,2,15625,33622,1,0.005573369999999999,0.00026081718750000006,0.005834187187499999,seguir_refinando_guardar_plan,true,2,2
study.baby_shower.06,baby_shower,pause_resume,1,failed_assertion,failed,3,25431,52663,1,0.01014508,0.0004244508477000001,0.010569530847700001,recomendar,false,1,1
study.baby_shower.07,baby_shower,closure,1,failed_assertion,failed,3,23402,59403,2,0.010032329999999999,0.00039063411340000006,0.010422964113400001,crear_lead_cerrar,true,3,3
study.baby_shower.08,baby_shower,faq,1,completed,passed,2,19455,41224,1,0.01010212,0.0003246506485,0.0104267706485,consultar_faq,true,1,1
study.baby_shower.09,baby_shower,no_results,1,failed_assertion,failed,1,10276,21264,2,0.0033736599999999997,0.00017146700920000002,0.0035451270091999996,refinar_criterios,false,0,0
study.baby_shower.10,baby_shower,error_recovery,1,failed_assertion,failed,2,19840,34160,2,0.00552942,0.00033106732800000004,0.005860487328,recomendar,true,2,2
study.corporate.01,corporate,recommendation,1,failed_assertion,failed,1,10079,21215,2,0.0031692100000000004,0.00016818366930000002,0.0033373936693000005,recomendar,true,1,1
study.corporate.02,corporate,clarification,1,failed_assertion,failed,1,13212,28667,10,0.00609366,0.00022040044040000001,0.0063140604404,recomendar,false,1,1
study.corporate.03,corporate,multi_need,1,failed_assertion,failed,1,14521,18379,3,0.00484211,0.00024221715070000003,0.0050843271507,elicitacion_necesidades,false,1,1
study.corporate.04,corporate,refinement,1,failed_assertion,failed,2,16790,39266,2,0.00664697,0.000280233893,0.006927203893,seguir_refinando_guardar_plan,false,2,2
study.corporate.05,corporate,selection,1,failed_assertion,failed,2,16445,38709,2,0.0066936700000000005,0.0002744838815,0.0069681538815,seguir_refinando_guardar_plan,true,2,2
study.corporate.06,corporate,pause_resume,1,failed_assertion,failed,3,20558,52405,1,0.01016663,0.0003432340186,0.0105098640186,seguir_refinando_guardar_plan,false,3,3
study.corporate.07,corporate,closure,1,failed_assertion,failed,3,30971,59121,2,0.00984698,0.0005167843657,0.010363764365699999,crear_lead_cerrar,true,3,3
study.corporate.08,corporate,faq,1,completed,passed,2,21681,39117,1,0.008551369999999999,0.00036175072270000003,0.0089131207227,consultar_faq,true,1,1
study.corporate.09,corporate,no_results,1,failed_assertion,failed,1,6532,16550,0,0.00262661,0.00010906688440000001,0.0027356768844,entrevista,false,0,0
study.corporate.10,corporate,error_recovery,1,failed_assertion,failed,2,26418,34527,1,0.00726207,0.00044070088060000007,0.0077027708806,recomendar,true,1,1
study.social.01,social,recommendation,1,completed,passed,1,12858,16991,1,0.00376996,0.00021450042860000004,0.0039844604286000005,recomendar,true,1,1
study.social.02,social,clarification,1,failed_assertion,failed,1,12018,22758,4,0.00551766,0.00020050040060000003,0.0057181604006,recomendar,false,1,1
study.social.03,social,multi_need,1,failed_assertion,failed,1,15429,19094,4,0.00587036,0.00025735051430000004,0.0061277105143,elicitacion_necesidades,false,1,1
study.social.04,social,refinement,1,completed,passed,2,20414,34640,2,0.00678992,0.0003406340138,0.0071305540138,recomendar,true,2,2
study.social.05,social,selection,1,completed,passed,2,13858,33403,1,0.00532697,0.00023136712860000002,0.0055583371286000004,seguir_refinando_guardar_plan,true,2,2
study.social.06,social,pause_resume,1,failed_assertion,failed,3,19656,52263,1,0.01205373,0.0003282006552,0.012381930655200001,aclarar_pedir_faltante,false,3,3
study.social.07,social,closure,1,completed,passed,3,21134,61273,2,0.01142303,0.0003528340378,0.0117758640378,crear_lead_cerrar,true,3,3
study.social.08,social,faq,1,completed,passed,2,18023,40198,1,0.009541870000000001,0.00030078393410000004,0.0098426539341,consultar_faq,true,1,1
study.social.09,social,no_results,1,failed_assertion,failed,1,10931,20770,2,0.00305096,0.0001823836977,0.0032333436977000003,refinar_criterios,false,0,0
study.social.10,social,error_recovery,1,failed_assertion,failed,2,20404,34282,2,0.005651720000000001,0.0003404673468,0.0059921873468,recomendar,true,2,2
study.wedding.01,wedding,recommendation,2,failed_assertion,failed,1,14128,17151,1,0.0038873600000000003,0.00023566713760000003,0.0041230271376,recomendar,true,1,1
study.wedding.02,wedding,clarification,2,failed_assertion,failed,1,11623,16970,1,0.00335066,0.0001939170541,0.0035445770541000002,recomendar,false,1,1
study.wedding.03,wedding,multi_need,2,failed_assertion,failed,1,13259,18299,3,0.00470196,0.00022118377530000002,0.0049231437753,elicitacion_necesidades,false,1,1
study.wedding.04,wedding,refinement,2,failed_assertion,failed,2,21598,35846,2,0.00766882,0.00036036738660000006,0.008029187386599999,recomendar,true,2,2
study.wedding.05,wedding,selection,2,failed_assertion,failed,2,16353,35123,1,0.00717807,0.0002729505451,0.007451020545100001,seguir_refinando_guardar_plan,true,2,2
study.wedding.06,wedding,pause_resume,2,failed_assertion,failed,3,25542,52951,2,0.01041143,0.0004263008514,0.010837730851400001,recomendar,false,3,3
study.wedding.07,wedding,closure,2,failed_assertion,failed,3,24796,71331,3,0.014729230000000001,0.0004138674932000001,0.0151430974932,crear_lead_cerrar,true,3,3
study.wedding.08,wedding,faq,2,completed,passed,2,24956,43386,5,0.012792570000000001,0.00041633416520000003,0.013208904165200002,consultar_faq,true,2,2
study.wedding.09,wedding,no_results,2,failed_assertion,failed,1,12526,20637,2,0.00293806,0.0002089670842,0.0031470270842,refinar_criterios,false,0,0
study.wedding.10,wedding,error_recovery,2,failed_assertion,failed,2,15049,33559,1,0.00515267,0.0002512171683,0.0054038871683,seguir_refinando_guardar_plan,false,2,2
study.birthday.01,birthday,recommendation,2,failed_assertion,failed,1,11699,16841,1,0.00340151,0.0001951837233,0.0035966937233,recomendar,true,1,1
study.birthday.02,birthday,clarification,2,failed_assertion,failed,1,19845,16951,1,0.00361251,0.0003309506615,0.0039434606615,recomendar,false,1,1
study.birthday.03,birthday,multi_need,2,failed_assertion,failed,1,12820,17925,2,0.00419236,0.00021386709400000002,0.004406227094,elicitacion_necesidades,false,1,1
study.birthday.04,birthday,refinement,2,completed,passed,2,21413,35091,2,0.00708687,0.00035728404710000004,0.0074441540471,recomendar,true,2,2
study.birthday.05,birthday,selection,2,completed,passed,2,32569,34373,1,0.00617497,0.0005432177523,0.0067181877523000005,seguir_refinando_guardar_plan,true,2,2
study.birthday.06,birthday,pause_resume,2,failed_assertion,failed,3,23923,50819,2,0.00764943,0.0003993174641,0.0080487474641,recomendar,false,3,3
study.birthday.07,birthday,closure,2,failed_assertion,failed,3,23016,61318,2,0.01130873,0.00038420076720000005,0.011692930767199999,crear_lead_cerrar,true,3,3
study.birthday.08,birthday,faq,2,completed,passed,2,19534,41729,1,0.010528270000000001,0.0003259673178,0.0108542373178,consultar_faq,true,1,1
study.birthday.09,birthday,no_results,2,failed_assertion,failed,1,12422,20690,2,0.00299671,0.00020723374740000002,0.0032039437474000003,refinar_criterios,false,0,0
study.birthday.10,birthday,error_recovery,2,failed_assertion,failed,2,15851,38433,2,0.00640082,0.0002645838617,0.0066654038617,recomendar,true,1,1
study.baby_shower.01,baby_shower,recommendation,2,failed_assertion,failed,1,11521,16488,1,0.00234606,0.00019221705070000003,0.0025382770507,recomendar,true,1,1
study.baby_shower.02,baby_shower,clarification,2,failed_assertion,failed,1,12565,17106,1,0.0037135600000000003,0.0002096170855,0.0039231770855,recomendar,false,1,1
study.baby_shower.03,baby_shower,multi_need,2,failed_assertion,failed,1,17074,19027,4,0.00553471,0.00028476723580000003,0.0058194772358,elicitacion_necesidades,false,1,1
study.baby_shower.04,baby_shower,refinement,2,failed_assertion,failed,2,15500,33968,1,0.005572069999999999,0.00025873385,0.00583080385,seguir_refinando_guardar_plan,false,2,2
study.baby_shower.05,baby_shower,selection,2,failed_assertion,failed,2,17145,33748,1,0.00527872,0.00028615057150000004,0.0055648705715,seguir_refinando_guardar_plan,true,2,2
study.baby_shower.06,baby_shower,pause_resume,2,failed_assertion,failed,3,21337,51146,1,0.008745880000000001,0.00035621737790000006,0.0091020973779,aclarar_pedir_faltante,false,3,3
study.baby_shower.07,baby_shower,closure,2,failed_assertion,failed,3,20594,59463,2,0.009781080000000001,0.0003438340198,0.0101249140198,crear_lead_cerrar,true,3,3
study.baby_shower.08,baby_shower,faq,2,completed,passed,2,23246,39897,1,0.009557220000000002,0.00038783410820000005,0.009945054108200001,consultar_faq,true,1,1
study.baby_shower.09,baby_shower,no_results,2,failed_assertion,failed,1,12160,21429,2,0.0035543099999999998,0.000202867072,0.0037571770719999997,refinar_criterios,false,0,0
study.baby_shower.10,baby_shower,error_recovery,2,failed_assertion,failed,2,27263,40654,3,0.007417470000000001,0.00045478424210000006,0.0078722542421,recomendar,true,2,2
study.corporate.01,corporate,recommendation,2,failed_assertion,failed,1,9765,16380,1,0.0022364100000000003,0.00016295032550000003,0.0023993603255000003,recomendar,true,1,1
study.corporate.02,corporate,clarification,2,failed_assertion,failed,1,14051,17078,1,0.00375221,0.00023438380170000001,0.0039865938017,recomendar,false,1,1
study.corporate.03,corporate,multi_need,2,failed_assertion,failed,1,12976,18523,3,0.00495446,0.00021646709920000002,0.0051709270992,elicitacion_necesidades,false,1,1
study.corporate.04,corporate,refinement,2,failed_assertion,failed,2,18107,48547,5,0.00795547,0.0003021839369,0.0082576539369,seguir_refinando_guardar_plan,false,2,2
study.corporate.05,corporate,selection,2,failed_assertion,failed,2,16964,48502,5,0.00770587,0.0002831338988,0.007989003898800001,seguir_refinando_guardar_plan,true,2,2
study.corporate.06,corporate,pause_resume,2,failed_assertion,failed,3,22409,52804,1,0.01020128,0.00037408408030000005,0.0105753640803,seguir_refinando_guardar_plan,false,3,3
study.corporate.07,corporate,closure,2,failed_assertion,failed,3,23885,74030,6,0.01206158,0.0003986841295,0.0124602641295,crear_lead_cerrar,true,3,3
study.corporate.08,corporate,faq,2,completed,passed,2,17160,39696,1,0.00897842,0.00028640057200000007,0.009264820572,consultar_faq,true,1,1
study.corporate.09,corporate,no_results,2,failed_assertion,failed,1,8750,16548,0,0.00221046,0.000146033625,0.002356493625,entrevista,false,0,0
study.corporate.10,corporate,error_recovery,2,failed_assertion,failed,2,22396,41304,3,0.00805112,0.0003736674132,0.008424787413200002,recomendar,true,2,2
study.social.01,social,recommendation,2,completed,passed,1,10963,16817,1,0.0032174100000000004,0.0001829170321,0.0034003270321000005,recomendar,true,1,1
study.social.02,social,clarification,2,failed_assertion,failed,1,12720,16927,1,0.00352271,0.00021220042400000002,0.003734910424,recomendar,false,1,1
study.social.03,social,multi_need,2,failed_assertion,failed,1,18266,19144,4,0.00602521,0.0003046339422,0.006329843942199999,elicitacion_necesidades,false,1,1
study.social.04,social,refinement,2,completed,passed,2,24635,47552,10,0.00946397,0.0004109841545,0.0098749541545,recomendar,true,2,2
study.social.05,social,selection,2,completed,passed,2,14571,33302,1,0.004907669999999999,0.00024325048570000003,0.005150920485699999,seguir_refinando_guardar_plan,true,2,2
study.social.06,social,pause_resume,2,failed_assertion,failed,3,19944,51921,1,0.008270880000000001,0.00033300066480000006,0.008603880664800001,guardar_cerrar_temporalmente,false,3,3
study.social.07,social,closure,2,failed_assertion,failed,3,25896,61203,2,0.011260880000000001,0.0004322008632000001,0.011693080863199999,crear_lead_cerrar,true,3,3
study.social.08,social,faq,2,completed,passed,2,16827,39685,1,0.00911557,0.0002808505609,0.009396420560900001,consultar_faq,true,1,1
study.social.09,social,no_results,2,failed_assertion,failed,1,14309,20634,2,0.00293451,0.0002386838103,0.0031731938103,refinar_criterios,false,0,0
study.social.10,social,error_recovery,2,failed_assertion,failed,2,20403,39634,3,0.006501219999999999,0.00034045068010000003,0.0068416706801,recomendar,true,2,2
study.wedding.01,wedding,recommendation,3,failed_assertion,failed,1,11315,17136,1,0.00369491,0.00018878371050000002,0.0038836937105,recomendar,true,1,1
study.wedding.02,wedding,clarification,3,failed_assertion,failed,1,16285,17025,1,0.0035810100000000004,0.0002716172095,0.0038526272095,recomendar,false,1,1
study.wedding.03,wedding,multi_need,3,failed_assertion,failed,1,15566,18457,3,0.00499611,0.0002596338522,0.0052557438522,elicitacion_necesidades,false,1,1
study.wedding.04,wedding,refinement,3,failed_assertion,failed,2,20465,35965,2,0.007923920000000001,0.0003414840155,0.0082654040155,recomendar,true,2,2
study.wedding.05,wedding,selection,3,failed_assertion,failed,2,21260,35350,1,0.00742002,0.00035473404200000004,0.007774754042,seguir_refinando_guardar_plan,true,2,2
study.wedding.06,wedding,pause_resume,3,failed_assertion,failed,3,23008,52702,1,0.01002258,0.00038406743360000007,0.010406647433600001,seguir_refinando_guardar_plan,false,3,3
study.wedding.07,wedding,closure,3,failed_assertion,failed,3,28727,83200,10,0.01929598,0.00047938429089999996,0.0197753642909,crear_lead_cerrar,true,3,3
study.wedding.08,wedding,faq,3,completed,passed,2,22497,44286,6,0.013474670000000001,0.00037535074990000005,0.0138500207499,consultar_faq,true,2,2
study.wedding.09,wedding,no_results,3,failed_assertion,failed,1,10380,16272,1,0.0043991099999999995,0.00017320034600000004,0.004572310346,refinar_criterios,false,0,0
study.wedding.10,wedding,error_recovery,3,failed_assertion,failed,2,22918,51155,5,0.007572869999999999,0.0003823674306,0.0079552374306,recomendar,true,2,2
study.birthday.01,birthday,recommendation,3,completed,passed,1,11307,16783,1,0.0030849600000000003,0.0001886503769,0.0032736103769000005,recomendar,true,1,1
study.birthday.02,birthday,clarification,3,failed_assertion,failed,1,9939,16850,1,0.0031335600000000005,0.0001658503313,0.0032994103313000005,recomendar,false,1,1
study.birthday.03,birthday,multi_need,3,failed_assertion,failed,1,11730,17965,2,0.00426211,0.00019570039100000002,0.004457810391,elicitacion_necesidades,false,1,1
study.birthday.04,birthday,refinement,3,failed_assertion,failed,2,17084,34468,1,0.00645082,0.00028513390280000004,0.006735953902800001,seguir_refinando_guardar_plan,false,2,2
study.birthday.05,birthday,selection,3,completed,passed,2,18336,35013,1,0.00718042,0.0003060006112,0.0074864206112,seguir_refinando_guardar_plan,true,2,2
study.birthday.06,birthday,pause_resume,3,failed_assertion,failed,3,22463,50647,2,0.00729708,0.00037498408210000006,0.0076720640821,recomendar,false,3,3
study.birthday.07,birthday,closure,3,completed,passed,3,25298,63240,2,0.01277988,0.0004222341766,0.0132021141766,crear_lead_cerrar,true,3,3
study.birthday.08,birthday,faq,3,completed,passed,2,16406,39295,1,0.00888402,0.00027383388020000004,0.0091578538802,consultar_faq,true,1,1
study.birthday.09,birthday,no_results,3,failed_assertion,failed,1,12465,20647,2,0.00288916,0.0002079504155,0.0030971104155,refinar_criterios,false,0,0
study.birthday.10,birthday,error_recovery,3,failed_assertion,failed,2,29556,48430,5,0.01313532,0.0004930009852,0.0136283209852,entrevista,false,2,2
study.baby_shower.01,baby_shower,recommendation,3,failed_assertion,failed,1,11705,21364,2,0.00342461,0.00019528372350000002,0.0036198937235,recomendar,true,1,1
study.baby_shower.02,baby_shower,clarification,3,failed_assertion,failed,1,11673,17173,1,0.00395546,0.0001947503891,0.0041502103891,recomendar,false,1,1
study.baby_shower.03,baby_shower,multi_need,3,failed_assertion,failed,1,14532,18539,3,0.005077160000000001,0.00024240048440000002,0.005319560484400001,elicitacion_necesidades,false,1,1
study.baby_shower.04,baby_shower,refinement,3,failed_assertion,failed,2,17684,33747,1,0.00540177,0.0002951339228,0.005696903922799999,seguir_refinando_guardar_plan,false,2,2
study.baby_shower.05,baby_shower,selection,3,failed_assertion,failed,2,20084,33691,1,0.00521562,0.00033513400280000004,0.0055507540028,seguir_refinando_guardar_plan,true,2,2
study.baby_shower.06,baby_shower,pause_resume,3,failed_assertion,failed,3,20466,50811,1,0.01014738,0.00034170068220000006,0.0104890806822,aclarar_pedir_faltante,false,3,3
study.baby_shower.07,baby_shower,closure,3,failed_assertion,failed,3,23258,59384,2,0.00971233,0.0003882341086000001,0.0101005641086,crear_lead_cerrar,true,3,3
study.baby_shower.08,baby_shower,faq,3,completed,passed,2,18876,40026,1,0.009630220000000002,0.0003150006292,0.0099452206292,consultar_faq,true,1,1
study.baby_shower.09,baby_shower,no_results,3,failed_assertion,failed,1,10290,16346,1,0.00241991,0.000171700343,0.0025916103429999998,refinar_criterios,false,0,0
study.baby_shower.10,baby_shower,error_recovery,3,failed_assertion,failed,2,20341,40513,3,0.007318169999999999,0.0003394173447,0.007657587344699999,recomendar,true,2,2
study.corporate.01,corporate,recommendation,3,failed_assertion,failed,1,10173,21231,2,0.00326741,0.0001697503391,0.0034371603391,recomendar,true,1,1
study.corporate.02,corporate,clarification,3,failed_assertion,failed,1,12898,17017,1,0.00364181,0.00021516709660000002,0.0038569770966000003,recomendar,false,1,1
study.corporate.03,corporate,multi_need,3,failed_assertion,failed,1,15199,18528,3,0.00498301,0.00025351717330000003,0.005236527173300001,elicitacion_necesidades,false,1,1
study.corporate.04,corporate,refinement,3,failed_assertion,failed,2,22795,33996,2,0.00506957,0.00038031742650000006,0.0054498874265,recomendar,true,2,2
study.corporate.05,corporate,selection,3,failed_assertion,failed,2,15538,38556,2,0.00621312,0.00025936718460000004,0.006472487184599999,seguir_refinando_guardar_plan,true,2,2
study.corporate.06,corporate,pause_resume,3,failed_assertion,failed,3,19252,52296,1,0.009701830000000002,0.00032146730840000007,0.0100232973084,aclarar_pedir_faltante,false,3,3
study.corporate.07,corporate,closure,3,failed_assertion,failed,3,21522,64526,3,0.01089163,0.00035930071740000003,0.0112509307174,crear_lead_cerrar,true,3,3
study.corporate.08,corporate,faq,3,completed,passed,2,17568,39383,1,0.00888717,0.00029320058560000005,0.009180370585600001,consultar_faq,true,1,1
study.corporate.09,corporate,no_results,3,failed_assertion,failed,1,7523,16504,0,0.00257201,0.0001255835841,0.0026975935841,entrevista,false,0,0
study.corporate.10,corporate,error_recovery,3,failed_assertion,failed,2,17260,34292,1,0.00692452,0.00028806724200000004,0.007212587242,recomendar,true,1,1
study.social.01,social,recommendation,3,completed,passed,1,10863,16790,1,0.0032057100000000005,0.0001812503621,0.0033869603621000006,recomendar,true,1,1
study.social.02,social,clarification,3,failed_assertion,failed,1,11875,16877,1,0.00347151,0.0001981170625,0.0036696270625,recomendar,false,1,1
study.social.03,social,multi_need,3,failed_assertion,failed,1,19030,19239,4,0.00584896,0.00031736730100000003,0.006166327301,elicitacion_necesidades,false,1,1
study.social.04,social,refinement,3,completed,passed,2,22536,35059,2,0.00689047,0.0003760007512,0.0072664707512,recomendar,true,2,2
study.social.05,social,selection,3,completed,passed,2,15699,33677,1,0.00534527,0.0002620505233,0.0056073205232999995,seguir_refinando_guardar_plan,true,2,2
study.social.06,social,pause_resume,3,failed_assertion,failed,3,26556,52977,2,0.01035643,0.00044320088520000004,0.0107996308852,recomendar,false,3,3
study.social.07,social,closure,3,completed,passed,3,25066,61590,2,0.011411480000000002,0.00041836750220000007,0.011829847502200001,crear_lead_cerrar,true,3,3
study.social.08,social,faq,3,completed,passed,2,18537,39982,1,0.00930922,0.00030935061790000006,0.009618570617900002,consultar_faq,true,1,1
study.social.09,social,no_results,3,failed_assertion,failed,1,9852,16333,1,0.00239256,0.00016440032840000002,0.0025569603284000004,refinar_criterios,false,0,0
study.social.10,social,error_recovery,3,failed_assertion,failed,2,17503,39752,2,0.007665320000000001,0.0002921172501,0.007957437250100001,seguir_refinando_guardar_plan,false,2,2
